,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
12723,7663700531,1/6/2015,325000.0,2,1.0,620,14823,1.0,0.0,0.0,3,6,620,0.0,1926,0.0,98125,47.7322,-122.3,1400,7930
12725,7149400450,1/12/2015,287000.0,4,2.25,1980,7081,1.0,0.0,0.0,3,7,1470,510.0,1977,0.0,98032,47.3669,-122.288,1980,7081
12726,9264911210,2/26/2015,320000.0,5,3.0,2970,7000,1.0,0.0,0.0,3,8,1810,1160.0,1979,0.0,98023,47.3079,-122.34100000000001,2630,8062
12727,7853300650,8/22/2014,425000.0,4,2.5,2270,4400,2.0,0.0,0.0,3,7,2270,0.0,2006,0.0,98065,47.5381,-121.88799999999999,2090,4400
12732,7247000035,5/20/2014,210000.0,4,1.75,2180,28710,1.0,0.0,0.0,3,8,1180,1000.0,1950,0.0,98198,47.405,-122.288,2180,28710
12734,8821900155,7/9/2014,335500.0,3,1.0,1370,6780,2.0,0.0,0.0,3,6,1370,0.0,1930,0.0,98125,47.7156,-122.291,1450,7214
12737,7222000209,5/21/2014,344500.0,4,2.75,1800,5453,1.0,0.0,0.0,3,7,1050,750.0,2002,0.0,98055,47.4632,-122.209,1820,6900
12740,7349650120,11/20/2014,292000.0,4,2.75,2910,7712,1.0,0.0,0.0,3,7,1600,1310.0,1998,0.0,98002,47.2842,-122.198,2220,6649
12742,9269200540,8/19/2014,429000.0,3,1.75,2520,5043,1.0,0.0,0.0,3,8,1260,1260.0,1957,0.0,98126,47.5339,-122.37200000000001,1360,4920
12744,2767603026,4/15/2015,425000.0,2,1.0,540,2500,1.0,0.0,0.0,3,5,540,0.0,1905,0.0,98107,47.6729,-122.383,1290,5000
12747,8150600065,9/24/2014,382000.0,3,2.0,1360,4840,1.5,0.0,0.0,3,8,1360,0.0,1936,0.0,98126,47.5487,-122.376,1450,4840
12749,8835220210,4/17/2015,355000.0,3,1.5,1370,4790,2.0,0.0,0.0,4,7,1370,0.0,1982,0.0,98034,47.7253,-122.164,1370,3799
12750,7696300180,7/3/2014,410000.0,4,2.5,1700,9000,1.0,0.0,0.0,5,7,1700,0.0,1972,0.0,98034,47.7306,-122.23299999999999,1370,7592
12755,4222200210,5/22/2014,245000.0,4,2.0,1580,8000,1.0,0.0,0.0,3,7,1040,540.0,1967,0.0,98003,47.3467,-122.304,1550,8000
12756,7518505040,3/30/2015,415000.0,1,1.0,700,2550,1.0,0.0,0.0,3,6,700,0.0,1954,0.0,98117,47.6783,-122.383,1330,4110
12758,1262700040,10/16/2014,363500.0,4,1.75,2180,9702,1.0,0.0,0.0,5,7,1090,1090.0,1962,0.0,98178,47.4973,-122.26799999999999,2020,9792
12761,984200540,1/14/2015,290000.0,4,2.5,2050,9015,2.0,0.0,0.0,4,7,2050,0.0,1973,0.0,98058,47.4357,-122.16799999999999,1780,8820
12762,7812800155,3/18/2015,170000.0,3,1.0,790,6750,1.0,0.0,0.0,2,6,790,0.0,1944,0.0,98178,47.4984,-122.24,960,6298
12765,5162100650,9/22/2014,316000.0,4,2.5,2320,7379,2.0,0.0,0.0,3,8,2320,0.0,1987,0.0,98003,47.3432,-122.316,2230,7614
12767,418000330,8/8/2014,199950.0,2,1.0,700,5200,1.0,0.0,0.0,5,5,700,0.0,1952,0.0,98056,47.4924,-122.17399999999999,970,5200
12768,7689600330,8/13/2014,207000.0,3,1.0,860,7740,1.0,0.0,0.0,3,6,860,0.0,1960,0.0,98178,47.4906,-122.244,980,7200
12770,2023069054,3/18/2015,361550.0,3,1.75,1160,257875,1.0,0.0,0.0,2,7,1160,0.0,1980,0.0,98059,47.4655,-122.072,1420,15450
12774,5347200220,9/11/2014,225000.0,2,1.0,720,4758,1.0,0.0,0.0,3,6,720,0.0,1947,0.0,98126,47.5176,-122.376,990,4920
12775,7604400150,4/23/2015,329900.0,3,2.0,1380,5198,1.0,0.0,0.0,4,7,1380,0.0,1982,0.0,98106,47.5514,-122.35700000000001,1320,6827
12776,3024089057,1/6/2015,282500.0,4,1.0,1170,34925,1.0,0.0,0.0,4,6,1170,0.0,1942,0.0,98065,47.5305,-121.84100000000001,1610,28108
12777,2212901010,4/6/2015,229950.0,3,1.75,1170,11960,1.0,0.0,0.0,4,7,1170,0.0,1969,0.0,98042,47.3279,-122.13600000000001,1230,9800
12783,7788400065,3/15/2015,317000.0,3,1.0,1270,8925,1.0,0.0,0.0,5,7,1270,0.0,1955,0.0,98056,47.5124,-122.165,1270,8996
12784,2771101251,3/26/2015,395000.0,1,1.0,790,3000,1.0,0.0,0.0,3,6,790,0.0,1953,0.0,98199,47.6544,-122.38600000000001,1110,4100
12785,4475000120,2/2/2015,360000.0,4,3.0,2580,6740,2.0,0.0,0.0,3,8,2580,0.0,1999,0.0,98058,47.4296,-122.185,2010,6740
12787,8562890910,6/19/2014,320000.0,4,2.5,3490,5000,2.0,0.0,0.0,3,8,3490,0.0,2003,0.0,98042,47.3772,-122.12700000000001,2910,5025
12788,7701700040,9/25/2014,320000.0,3,1.75,1510,30185,1.5,0.0,0.0,3,7,1510,0.0,1976,0.0,98058,47.4118,-122.089,1470,12465
12789,7237300330,3/12/2015,268000.0,5,2.5,2400,4564,2.0,0.0,0.0,3,7,2400,0.0,2004,0.0,98042,47.369,-122.126,1880,4109
12790,7883608693,6/27/2014,191000.0,2,1.0,900,3400,1.0,0.0,0.0,5,6,900,0.0,1905,0.0,98108,47.5269,-122.314,940,6000
12791,4363700304,8/4/2014,400000.0,2,1.0,1270,7440,1.0,0.0,0.0,4,7,910,360.0,1949,0.0,98126,47.5285,-122.37200000000001,1040,7500
12795,7852150220,6/3/2014,432000.0,3,2.5,1970,4036,2.0,0.0,0.0,4,7,1970,0.0,2003,0.0,98065,47.5335,-121.869,1960,5020
12796,5089700720,1/27/2015,335000.0,4,2.25,2400,8592,2.0,0.0,0.0,3,8,2400,0.0,1978,0.0,98055,47.4383,-122.193,2180,8100
12797,3705900124,2/20/2015,302000.0,5,1.75,2360,8642,1.5,0.0,0.0,5,7,2060,300.0,1926,0.0,98133,47.7617,-122.335,1950,8491
12799,6141100065,12/18/2014,420000.0,3,1.0,1790,7055,1.0,0.0,0.0,5,8,1520,270.0,1937,0.0,98133,47.718,-122.355,1710,7055
12802,3298700156,6/10/2014,310000.0,3,2.5,1780,6771,1.0,0.0,0.0,3,7,1230,550.0,1990,0.0,98106,47.5237,-122.353,1780,6771
12804,646910620,9/22/2014,242500.0,3,1.75,1550,1905,2.0,0.0,0.0,3,7,1550,0.0,2005,0.0,98055,47.4331,-122.195,1550,1866
12806,5365200040,10/16/2014,235000.0,3,1.0,1270,7153,1.0,0.0,0.0,5,6,1270,0.0,1949,0.0,98055,47.4815,-122.226,1650,7153
12808,723099044,8/7/2014,433200.0,3,2.5,2075,16200,2.0,0.0,0.0,3,8,2075,0.0,2002,0.0,98045,47.4848,-121.698,2300,32379
12809,3343300644,5/11/2015,343000.0,2,1.0,1110,9920,1.0,0.0,0.0,5,6,700,410.0,1942,0.0,98056,47.5454,-122.19200000000001,2830,10091
12811,739000035,1/16/2015,291970.0,1,1.0,680,21727,1.0,0.0,0.0,3,5,680,0.0,1952,1995.0,98058,47.44600000000001,-122.175,1470,19406
12815,2215900410,5/8/2015,323000.0,4,2.75,2000,9083,2.0,0.0,0.0,4,7,2000,0.0,1992,0.0,98038,47.3511,-122.05799999999999,1690,7735
12817,3751600146,10/23/2014,166000.0,1,1.0,1120,17332,1.0,0.0,0.0,3,7,1120,0.0,1988,0.0,98001,47.2972,-122.26700000000001,1280,17334
12819,9238500040,6/24/2014,400000.0,3,2.5,2970,23100,1.0,0.0,0.0,3,7,1510,1460.0,1967,0.0,98072,47.7735,-122.133,2390,20300
12821,3751604895,6/5/2014,165000.0,3,1.0,1150,19200,1.0,0.0,0.0,4,5,1150,0.0,1908,0.0,98001,47.2756,-122.27,1290,19200
12822,8961800035,6/5/2014,229000.0,2,1.0,1190,7408,1.0,0.0,0.0,3,6,830,360.0,1941,0.0,98168,47.5094,-122.31,1140,7408
12823,1154100205,10/13/2014,305000.0,1,1.0,900,7500,1.0,0.0,0.0,3,5,900,0.0,1946,0.0,98155,47.7553,-122.28299999999999,1470,7500
12826,1421069123,9/9/2014,214000.0,3,1.0,1020,9147,1.0,0.0,0.0,4,6,1020,0.0,1900,1965.0,98010,47.3127,-122.00200000000001,1600,9700
12828,263000325,6/11/2014,349000.0,3,2.5,1430,1002,3.0,0.0,0.0,3,8,1430,0.0,2002,0.0,98103,47.698,-122.34899999999999,1430,1530
12829,8802400644,5/5/2015,305000.0,3,2.5,2030,8000,2.0,0.0,0.0,3,7,2030,0.0,1997,0.0,98031,47.4024,-122.21600000000001,2290,7945
12834,9485940330,7/2/2014,339950.0,3,2.5,2390,34041,1.0,0.0,0.0,3,8,1840,550.0,1984,0.0,98042,47.3546,-122.081,2460,35686
12835,2787460120,5/16/2014,249000.0,3,2.25,1440,7673,1.0,0.0,0.0,3,7,940,500.0,1982,0.0,98031,47.4034,-122.178,1440,8418
12836,293000180,5/7/2015,370000.0,2,1.0,910,5525,1.0,0.0,0.0,2,6,910,0.0,1910,0.0,98126,47.5322,-122.37899999999999,1620,5525
12839,9536601852,3/17/2015,310000.0,4,2.75,2060,8100,1.0,0.0,0.0,4,7,1310,750.0,1988,0.0,98198,47.3581,-122.31700000000001,1540,8100
12840,2591800530,10/27/2014,315000.0,4,2.25,1880,9163,2.0,0.0,0.0,3,8,1880,0.0,1981,0.0,98058,47.4362,-122.165,1900,7980
12842,2525000760,11/5/2014,435000.0,3,2.0,2360,12744,2.0,0.0,0.0,5,7,2360,0.0,1964,0.0,98059,47.483000000000004,-122.164,1650,8625
12843,428100580,7/16/2014,350000.0,3,1.75,1970,10800,1.0,0.0,0.0,4,7,1300,670.0,1979,0.0,98056,47.5107,-122.17200000000001,1970,8768
12844,2143700676,9/8/2014,240000.0,3,1.0,1040,7800,1.0,0.0,0.0,3,7,1040,0.0,1948,0.0,98055,47.4804,-122.229,1780,8400
12845,2313900610,4/28/2015,410000.0,3,2.25,1420,3750,2.0,0.0,0.0,3,7,1420,0.0,1987,0.0,98116,47.5725,-122.383,1430,4664
12846,8946410040,9/23/2014,430000.0,4,2.75,2290,5249,2.0,0.0,0.0,3,7,2290,0.0,2003,0.0,98059,47.4916,-122.162,2270,4348
12848,7334500120,6/11/2014,240000.0,3,1.5,1360,9760,1.5,0.0,0.0,5,7,1360,0.0,1984,0.0,98045,47.4648,-121.757,1310,11456
12850,8651410330,3/6/2015,215150.0,3,1.0,920,4770,1.0,0.0,0.0,4,6,920,0.0,1969,0.0,98042,47.3654,-122.08200000000001,920,4770
12851,4058801325,5/22/2014,319950.0,2,1.0,1070,5824,1.0,0.0,2.0,5,7,1070,0.0,1949,0.0,98178,47.507,-122.242,2090,7980
12852,2817100910,6/16/2014,385000.0,3,2.0,1590,9912,2.0,0.0,0.0,3,8,1590,0.0,2000,0.0,98070,47.3731,-122.43,1670,9912
12853,8647800040,3/25/2015,280000.0,3,2.5,1600,6700,2.0,0.0,0.0,3,8,1600,0.0,1991,0.0,98042,47.3618,-122.074,1790,7577
12854,1138010180,5/11/2015,399950.0,3,2.5,1510,7300,1.0,0.0,0.0,3,7,1040,470.0,1974,0.0,98034,47.7153,-122.211,1360,7300
12856,9358000650,4/23/2015,399950.0,2,0.75,1330,2856,1.0,0.0,0.0,4,7,930,400.0,1916,0.0,98126,47.5671,-122.37,1330,2856
12857,6150200180,7/21/2014,290000.0,2,1.0,850,6800,1.0,0.0,0.0,3,7,850,0.0,1948,0.0,98133,47.7282,-122.337,870,6800
12860,3352400905,5/16/2014,245000.0,4,1.0,1530,7200,1.5,0.0,0.0,3,7,1400,130.0,1948,0.0,98178,47.5015,-122.262,1530,7200
12861,393000385,12/15/2014,255000.0,3,1.5,1320,7980,1.0,0.0,0.0,3,7,1320,0.0,1956,0.0,98178,47.5068,-122.259,2000,7700
12862,7417100133,11/13/2014,310000.0,4,3.0,2320,7200,2.0,0.0,0.0,3,7,2320,0.0,1976,0.0,98155,47.7703,-122.31200000000001,2050,10000
12863,3782100035,8/13/2014,299000.0,3,1.0,960,8100,1.0,0.0,0.0,3,7,960,0.0,1955,0.0,98155,47.7763,-122.305,1080,8100
12865,9310300211,11/14/2014,284000.0,3,1.0,1080,8214,1.0,0.0,0.0,3,7,1080,0.0,1944,0.0,98133,47.7401,-122.348,1850,13560
12873,526059199,10/22/2014,398000.0,3,1.75,1890,16001,1.5,0.0,0.0,4,7,1890,0.0,1950,0.0,98011,47.7663,-122.20100000000001,1820,11450
12874,5126300770,2/17/2015,340000.0,3,2.5,2240,6000,2.0,0.0,0.0,3,8,2240,0.0,2003,0.0,98059,47.4837,-122.13799999999999,2400,6000
12875,2734100395,5/13/2015,380000.0,2,1.0,760,4000,1.5,0.0,0.0,3,6,760,0.0,1910,0.0,98108,47.5462,-122.32,1130,4000
12876,795000865,9/12/2014,235000.0,3,1.0,1020,6173,1.0,0.0,0.0,3,6,780,240.0,1948,0.0,98168,47.5042,-122.329,1330,5909
12877,3763300040,10/27/2014,400000.0,3,1.5,1330,9900,1.0,0.0,0.0,3,7,1330,0.0,1956,0.0,98034,47.7167,-122.23299999999999,1940,9900
12879,3361401210,12/31/2014,209000.0,2,1.0,1070,6120,1.0,0.0,0.0,3,6,1070,0.0,1962,0.0,98168,47.4989,-122.31700000000001,1130,6120
12880,1431600180,4/3/2015,335000.0,5,3.0,2660,7700,1.5,0.0,0.0,4,7,1670,990.0,1962,0.0,98058,47.46,-122.17399999999999,1610,7700
12881,7454001120,12/12/2014,285950.0,2,1.0,710,7120,1.0,0.0,0.0,5,6,710,0.0,1942,0.0,98146,47.5122,-122.374,1100,7020
12883,8658303080,12/23/2014,312000.0,2,1.0,1160,7500,1.5,0.0,0.0,4,7,1160,0.0,1916,0.0,98014,47.6499,-121.916,1110,7500
12886,9284801165,5/30/2014,315000.0,3,2.0,1060,5750,1.0,0.0,0.0,3,7,1060,0.0,1981,0.0,98126,47.5523,-122.37200000000001,1080,5750
12887,7229100180,3/23/2015,302200.0,4,1.5,1730,10396,1.0,0.0,0.0,3,7,1730,0.0,1964,0.0,98058,47.4497,-122.16799999999999,1510,10396
12889,2473411210,1/22/2015,374950.0,4,1.75,1660,8160,1.0,0.0,0.0,3,8,1660,0.0,1974,0.0,98058,47.4483,-122.12899999999999,1800,7684
12890,8029500180,6/11/2014,330000.0,3,2.5,2210,7557,2.0,0.0,0.0,3,9,2210,0.0,1989,0.0,98023,47.3079,-122.39299999999999,2440,8641
12891,3438503014,10/20/2014,230000.0,2,1.0,870,7020,1.0,0.0,0.0,4,6,570,300.0,1942,0.0,98106,47.5404,-122.352,1730,7020
12896,3755200220,7/18/2014,334009.0,4,2.0,1650,9305,1.0,0.0,0.0,4,6,1650,0.0,1960,0.0,98034,47.7183,-122.213,1860,7486
12897,2767800065,1/29/2015,429000.0,2,1.0,1010,5000,1.0,0.0,0.0,2,7,1010,0.0,1924,0.0,98107,47.6715,-122.365,1410,5000
12899,3422059257,8/28/2014,326000.0,5,2.75,2166,6342,2.0,0.0,0.0,3,8,2166,0.0,2013,0.0,98042,47.3461,-122.152,2474,5948
12900,3438502083,6/12/2014,310000.0,5,3.0,1880,5000,1.0,0.0,0.0,3,7,1100,780.0,1997,0.0,98106,47.5453,-122.363,1640,5000
12902,2475200330,4/3/2015,350000.0,3,2.25,2010,4400,1.5,0.0,0.0,3,7,2010,0.0,1986,0.0,98055,47.4735,-122.189,1720,4187
12904,4415600040,11/29/2014,226000.0,3,1.0,1520,7200,1.0,0.0,0.0,3,7,1030,490.0,1954,0.0,98166,47.4527,-122.352,1530,7201
12906,820079043,8/19/2014,428000.0,3,1.75,1580,507038,1.0,0.0,2.0,4,7,1580,0.0,1985,0.0,98022,47.2303,-121.936,2040,210394
12907,8910500150,5/29/2014,329932.0,3,1.5,1460,5040,1.0,0.0,0.0,3,7,1100,360.0,1971,0.0,98133,47.7112,-122.35700000000001,2330,7560
12909,1938400410,3/10/2015,275000.0,3,1.75,1650,7700,1.0,0.0,0.0,4,8,1650,0.0,1977,0.0,98023,47.3155,-122.365,2020,7700
12914,7968000120,5/9/2014,290000.0,4,2.5,2000,13300,1.0,0.0,0.0,4,7,1200,800.0,1968,0.0,98001,47.353,-122.294,1800,9810
12915,7655900062,7/28/2014,305240.0,3,1.0,1300,9000,1.0,0.0,0.0,3,7,1300,0.0,1956,0.0,98133,47.7352,-122.337,1500,9600
12917,8645540040,7/25/2014,317000.0,3,2.0,1790,8228,1.0,0.0,0.0,3,7,1390,400.0,1980,0.0,98058,47.4658,-122.17200000000001,1880,8228
12918,7504200120,6/13/2014,430000.0,3,2.0,1910,5040,1.5,0.0,0.0,3,8,1910,0.0,1971,0.0,98074,47.6312,-122.061,1980,4275
12921,7346600092,7/30/2014,327200.0,2,2.0,1440,8425,1.0,0.0,0.0,4,6,1440,0.0,1942,1983.0,98168,47.4831,-122.296,1430,12037
12923,1843100580,9/3/2014,360000.0,4,2.5,2340,13445,2.0,0.0,0.0,3,8,2340,0.0,1990,0.0,98042,47.373999999999995,-122.125,2340,11188
12924,393000142,12/11/2014,372000.0,4,2.5,2070,8658,2.0,0.0,0.0,3,8,2070,0.0,1999,0.0,98178,47.5072,-122.257,2010,7215
12926,5379800040,8/13/2014,275000.0,2,1.75,2090,11317,1.0,0.0,0.0,5,7,1090,1000.0,1931,0.0,98188,47.4594,-122.279,1940,11317
12928,1091500120,2/13/2015,310000.0,4,2.75,1950,9720,1.0,0.0,0.0,3,7,1400,550.0,1986,0.0,98031,47.3969,-122.205,2300,10530
12929,7148200040,2/10/2015,173000.0,4,2.0,1200,8460,1.0,0.0,0.0,5,7,1200,0.0,1957,0.0,98188,47.4413,-122.277,1350,8623
12930,1623089025,4/3/2015,313500.0,5,3.0,2240,94960,1.0,0.0,0.0,3,6,2240,0.0,1985,0.0,98045,47.481,-121.788,1780,43400
12931,3278600760,7/29/2014,345000.0,3,2.5,1360,1489,2.0,0.0,0.0,3,8,1360,0.0,2007,0.0,98126,47.549,-122.37200000000001,1360,1688
12932,1226039054,3/16/2015,436000.0,3,1.5,1500,10200,1.0,0.0,0.0,3,8,1300,200.0,1955,0.0,98177,47.7598,-122.359,1950,9500
12933,798000145,9/24/2014,244500.0,2,1.75,1300,14500,1.0,0.0,0.0,3,6,650,0.0,1939,0.0,98168,47.4989,-122.329,1370,12986
12934,7905400040,7/11/2014,206000.0,3,1.75,1140,9800,1.0,0.0,0.0,4,7,1140,0.0,1968,0.0,98001,47.3063,-122.27,1370,9800
12936,4137000540,1/22/2015,329950.0,4,2.25,2140,8874,2.0,0.0,0.0,3,8,2140,0.0,1986,0.0,98092,47.2654,-122.21700000000001,2140,8789
12937,120059044,2/17/2015,250000.0,3,1.75,1628,286355,1.0,0.0,0.0,3,7,1628,0.0,1996,0.0,98092,47.2558,-122.12200000000001,1490,216344
12938,420069021,10/27/2014,246000.0,3,2.0,1990,203861,1.0,0.0,0.0,3,7,1990,0.0,1949,0.0,98022,47.2507,-122.039,2760,217800
12940,3876312620,9/24/2014,395000.0,4,1.75,1910,8117,1.0,0.0,0.0,3,7,1460,450.0,1975,0.0,98072,47.7344,-122.17299999999999,1810,8100
12941,3331001165,9/26/2014,305000.0,3,1.0,820,5150,1.0,0.0,0.0,5,6,820,0.0,1918,0.0,98118,47.5514,-122.28399999999999,1100,5150
12942,2019200220,9/23/2014,160000.0,3,2.25,1470,8682,1.0,0.0,0.0,3,7,1160,310.0,1985,0.0,98003,47.2729,-122.29899999999999,1670,8359
12943,2019200220,2/26/2015,269000.0,3,2.25,1470,8682,1.0,0.0,0.0,3,7,1160,310.0,1985,0.0,98003,47.2729,-122.29899999999999,1670,8359
12944,7956200220,8/11/2014,169500.0,3,1.0,1060,10023,1.0,0.0,0.0,3,6,1060,0.0,1962,0.0,98023,47.2869,-122.36,1060,10023
12946,8165100035,12/3/2014,245560.0,2,1.5,1260,9693,1.0,0.0,0.0,3,7,1260,0.0,1957,0.0,98177,47.7775,-122.365,1800,9693
12947,9264930970,3/11/2015,345000.0,4,2.75,2200,13498,2.0,0.0,0.0,3,8,2200,0.0,1987,0.0,98023,47.3148,-122.35,2190,11850
12948,3344500085,10/15/2014,383000.0,4,1.75,2580,19607,1.0,0.0,2.0,4,8,1290,1290.0,1958,0.0,98056,47.5067,-122.197,1970,9569
12949,3320000222,8/27/2014,388500.0,3,2.25,1350,944,2.0,0.0,0.0,3,8,1050,300.0,2007,0.0,98144,47.5997,-122.31200000000001,1350,1245
12950,3375300210,9/18/2014,250000.0,3,1.75,1350,8548,1.0,0.0,0.0,3,7,1350,0.0,1985,0.0,98003,47.3179,-122.33,1660,8538
12955,9475710040,8/20/2014,291375.0,4,2.5,2220,6233,2.0,0.0,0.0,3,7,2220,0.0,2001,0.0,98059,47.4887,-122.15,2220,5352
12956,9310300175,3/4/2015,225000.0,3,1.0,1490,15850,1.0,0.0,0.0,3,7,1490,0.0,1946,0.0,98133,47.7411,-122.34700000000001,1950,13228
12958,3224800120,8/26/2014,250000.0,3,2.5,2070,8400,2.0,0.0,0.0,4,8,2070,0.0,1990,0.0,98002,47.3099,-122.206,2070,9239
12962,8019200360,5/6/2015,248500.0,2,1.0,780,10064,1.0,0.0,0.0,4,7,780,0.0,1958,0.0,98168,47.4913,-122.318,1090,14750
12967,1443500120,4/7/2015,310000.0,2,1.0,750,5379,1.0,0.0,0.0,3,6,750,0.0,1919,0.0,98118,47.5324,-122.272,1030,5511
12968,3920000040,10/10/2014,280000.0,5,2.0,2110,7919,1.0,0.0,0.0,3,7,1110,1000.0,1966,0.0,98118,47.5164,-122.26700000000001,1590,5250
12969,126059021,4/2/2015,200000.0,4,1.0,1020,42966,1.5,0.0,0.0,4,6,1020,0.0,1922,0.0,98072,47.7617,-122.11,2250,37680
12973,1432701430,9/10/2014,242500.0,3,1.0,940,7380,1.0,0.0,0.0,3,6,940,0.0,1959,0.0,98058,47.4516,-122.175,1210,8095
12974,6632300477,10/6/2014,324950.0,3,1.0,1040,7288,1.0,0.0,0.0,3,7,1040,0.0,1959,0.0,98125,47.7287,-122.311,1160,7287
12975,9476200150,4/16/2015,231500.0,2,1.0,1000,7615,1.0,0.0,0.0,4,6,1000,0.0,1943,0.0,98056,47.49,-122.191,1060,8000
12976,8029500450,5/29/2014,300000.0,3,2.5,2080,9827,2.0,0.0,0.0,3,8,2080,0.0,1989,0.0,98023,47.3058,-122.39399999999999,2660,9861
12978,415100085,2/17/2015,350000.0,3,1.0,1050,8583,1.0,0.0,0.0,5,6,1050,0.0,1955,0.0,98133,47.7451,-122.339,1460,7351
12980,1951600150,4/8/2015,180000.0,3,1.0,1610,8500,1.5,0.0,0.0,3,7,1610,0.0,1959,0.0,98032,47.3717,-122.29700000000001,1070,8750
12982,9211520410,10/9/2014,245000.0,3,2.5,1460,11593,2.0,0.0,0.0,3,7,1460,0.0,1989,0.0,98023,47.2984,-122.385,1640,9703
12983,3388000040,8/19/2014,260000.0,5,1.0,1600,7350,1.0,0.0,0.0,5,7,1600,0.0,1962,0.0,98031,47.3943,-122.196,1600,7725
12986,1402600040,8/25/2014,330000.0,4,2.25,2430,7490,2.0,0.0,0.0,3,8,2430,0.0,1983,0.0,98058,47.4406,-122.139,2070,7469
12987,2720000120,11/4/2014,295000.0,3,1.0,1380,7575,1.0,0.0,0.0,4,7,1380,0.0,1963,0.0,98056,47.5139,-122.18700000000001,1320,7600
12994,9264920620,12/9/2014,330000.0,4,2.25,2440,8098,2.0,0.0,0.0,3,8,2440,0.0,1983,0.0,98023,47.3126,-122.346,2110,7911
12995,7899800730,3/24/2015,270000.0,3,2.5,1350,1189,2.0,0.0,0.0,3,7,1080,270.0,2007,0.0,98106,47.5218,-122.35799999999999,1300,1182
12996,8944750730,5/14/2014,340000.0,3,2.25,1970,3716,2.0,0.0,0.0,3,7,1970,0.0,1997,0.0,98056,47.4907,-122.167,1780,3716
12997,2922703150,3/4/2015,413252.0,3,0.75,1110,3960,1.0,0.0,0.0,3,7,1110,0.0,1951,0.0,98117,47.6834,-122.366,1610,5530
13000,5550300175,12/6/2014,285000.0,2,1.0,720,6400,1.0,0.0,0.0,4,6,720,0.0,1943,0.0,98126,47.5286,-122.368,1030,6400
13001,1588600040,2/6/2015,365000.0,2,1.0,770,5680,1.0,0.0,0.0,4,6,770,0.0,1929,0.0,98117,47.6951,-122.366,1170,5514
13002,7819000040,3/9/2015,295000.0,4,2.0,1650,7200,1.0,0.0,0.0,3,7,1650,0.0,1964,0.0,98133,47.7543,-122.344,1410,7200
13004,2560803085,9/25/2014,230000.0,3,1.5,1510,10588,1.5,0.0,0.0,3,7,1510,0.0,1947,0.0,98198,47.3775,-122.319,1360,2873
13005,6414100133,5/22/2014,337000.0,3,1.0,1070,6109,1.0,0.0,0.0,5,7,1070,0.0,1951,0.0,98125,47.7207,-122.32,1170,7200
13006,164000174,9/8/2014,300000.0,3,1.0,1010,6300,1.0,0.0,0.0,3,7,1010,0.0,1957,0.0,98133,47.7304,-122.352,1480,7480
13008,5104510720,12/10/2014,360000.0,4,2.5,2000,5500,2.0,0.0,0.0,3,8,2000,0.0,2003,0.0,98038,47.3552,-122.014,2000,5512
13010,9211500620,10/8/2014,182700.0,3,2.25,1740,6650,1.0,0.0,0.0,3,7,1240,500.0,1978,0.0,98023,47.2979,-122.37899999999999,1740,7000
13011,9211500620,4/28/2015,305000.0,3,2.25,1740,6650,1.0,0.0,0.0,3,7,1240,500.0,1978,0.0,98023,47.2979,-122.37899999999999,1740,7000
13012,6402710120,5/5/2014,309950.0,3,2.5,1880,7838,2.0,0.0,0.0,3,7,1880,0.0,1994,0.0,98055,47.4439,-122.19,1810,7915
13017,2787700180,1/12/2015,320000.0,3,2.0,1250,8636,1.0,0.0,0.0,5,7,1250,0.0,1968,0.0,98059,47.5066,-122.15899999999999,1620,7653
13018,1843130210,10/15/2014,266950.0,3,2.5,1920,4803,2.0,0.0,0.0,3,7,1920,0.0,2005,0.0,98042,47.3745,-122.12700000000001,2240,5231
13020,3626039279,8/5/2014,395000.0,2,1.0,960,6700,1.0,0.0,0.0,3,7,960,0.0,1951,0.0,98103,47.6955,-122.35700000000001,1350,6700
13021,3126049261,3/16/2015,259250.0,3,1.0,940,5904,1.0,0.0,0.0,3,6,940,0.0,1947,0.0,98103,47.699,-122.35,870,5728
13022,8658303265,11/6/2014,300000.0,3,1.0,1260,5000,1.0,0.0,0.0,4,6,1260,0.0,1968,0.0,98014,47.6492,-121.915,1180,7500
13023,2421059009,2/20/2015,413000.0,3,1.75,2280,139392,1.0,0.0,0.0,3,8,2280,0.0,1977,0.0,98092,47.291000000000004,-122.118,2280,117176
13024,3111300040,8/1/2014,435000.0,3,2.25,1740,8491,1.0,0.0,0.0,3,8,1240,500.0,1958,0.0,98177,47.7758,-122.37899999999999,2080,8494
13026,4174600264,8/1/2014,402000.0,4,1.75,2430,5481,1.0,0.0,0.0,3,8,1430,1000.0,1953,0.0,98108,47.5569,-122.29799999999999,2050,5508
13030,3603000410,12/8/2014,174950.0,2,1.0,730,6000,1.0,0.0,0.0,3,6,730,0.0,1950,0.0,98198,47.3832,-122.3,1750,7200
13031,7548300441,5/7/2014,300000.0,2,1.0,760,3001,1.0,0.0,0.0,3,6,760,0.0,1913,0.0,98144,47.5874,-122.311,1750,5000
13032,3034200142,9/23/2014,435000.0,3,1.5,1740,6988,1.0,0.0,0.0,3,7,1600,140.0,1950,0.0,98133,47.7211,-122.33,1650,7500
