,price,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,cond_2,cond_3,cond_4,cond_5,bed_2,bed_3,bed_4,bed_5,bed_6,bed_7,bed_8,bed_9,bed_10,bed_11
11262,255000.0,1830,7770,1.0,0.0,0.0,1400,430.0,1977,0.0,98042,1960,7272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11263,154500.0,890,9465,1.0,0.0,0.0,890,0.0,1957,0.0,98148,1590,9147,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11273,220000.0,1130,12519,1.0,0.0,0.0,1130,0.0,1958,0.0,98056,1460,12507,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11282,289900.0,1220,7004,1.0,0.0,0.0,1220,0.0,1966,0.0,98058,1640,7210,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11287,309500.0,1340,13560,1.0,0.0,0.0,1340,0.0,1968,0.0,98028,1540,15000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11289,215000.0,1180,2521,2.0,0.0,0.0,1180,0.0,2005,0.0,98038,1310,3003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11290,254000.0,910,6000,1.0,0.0,0.0,910,0.0,1943,0.0,98118,1460,5800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11299,294400.0,1788,10183,2.0,0.0,0.0,1788,0.0,1990,0.0,98002,1700,6600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11302,255000.0,1610,6176,2.0,0.0,0.0,1610,0.0,1994,0.0,98030,1680,7414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11306,280500.0,1670,6988,1.0,0.0,0.0,1370,300.0,1953,0.0,98148,1090,7753,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11318,239900.0,910,9000,1.0,0.0,0.0,910,0.0,1983,0.0,98045,1410,9440,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11332,271920.0,1410,10248,1.0,0.0,0.0,1410,0.0,1985,0.0,98001,2090,9414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11336,260250.0,1490,8357,1.0,0.0,0.0,1490,0.0,1993,0.0,98038,1490,7376,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11340,229000.0,2010,7688,1.0,0.0,0.0,1170,840.0,1979,0.0,98023,1990,7688,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11341,250000.0,1680,7900,2.0,0.0,0.0,1680,0.0,1953,0.0,98003,1250,15600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11354,185000.0,1990,27810,1.0,0.0,0.0,1990,0.0,1955,0.0,98023,2240,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11356,201000.0,960,15273,1.0,0.0,0.0,960,0.0,1963,0.0,98022,1930,51400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11358,315000.0,1970,5190,2.0,0.0,0.0,1970,0.0,2002,0.0,98059,1840,5564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11360,286300.0,2000,6405,1.0,0.0,0.0,1260,740.0,1964,0.0,98178,2130,6510,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11365,239950.0,1670,6900,1.0,0.0,0.0,1170,500.0,1978,0.0,98023,1740,7000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11369,249000.0,1090,10296,1.0,0.0,0.0,1090,0.0,1950,0.0,98028,1910,10296,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11379,275000.0,1030,7184,1.0,0.0,0.0,1030,0.0,1968,0.0,98056,1330,7262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11390,185000.0,1500,7800,1.0,0.0,0.0,1500,0.0,1968,0.0,98092,1490,7800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11392,175000.0,1430,4920,1.0,0.0,0.0,1430,0.0,1957,0.0,98118,1550,5646,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11393,315000.0,900,8556,1.0,0.0,0.0,760,140.0,1941,0.0,98136,1500,8556,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11402,250000.0,1140,10400,1.0,0.0,0.0,1140,0.0,1983,0.0,98003,1280,9800,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11408,263000.0,1590,7748,2.0,0.0,0.0,1590,0.0,1991,0.0,98003,1590,7606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11409,185000.0,1240,9198,1.5,0.0,0.0,1240,0.0,1959,0.0,98032,1170,8970,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11413,247000.0,1510,10875,1.0,0.0,0.0,1150,360.0,1990,0.0,98003,1810,9916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11414,289500.0,1200,5525,1.0,0.0,0.0,1200,0.0,1947,0.0,98115,1580,7200,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11423,240000.0,1220,17652,1.0,0.0,0.0,1220,0.0,1980,0.0,98059,1990,17652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11430,257000.0,1400,8500,2.0,0.0,0.0,1400,0.0,1975,0.0,98001,1580,7650,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11434,312500.0,2300,5570,2.0,0.0,0.0,2300,0.0,1996,0.0,98092,1820,6371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11440,215000.0,1290,9312,1.0,0.0,0.0,1290,0.0,1947,0.0,98168,1650,7300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11442,270000.0,1420,7800,1.0,0.0,0.0,1130,290.0,1985,0.0,98042,1460,7800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11451,314963.0,890,6350,1.0,0.0,0.0,890,0.0,1943,0.0,98103,1490,6350,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11453,280000.0,1360,9600,2.0,0.0,0.0,1360,0.0,1992,0.0,98045,1200,10400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11468,156000.0,470,15000,1.0,0.0,0.0,470,0.0,1947,0.0,98014,1730,22500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11472,216300.0,1650,5000,2.0,0.0,0.0,1650,0.0,1985,0.0,98023,1720,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11478,210000.0,1500,5393,2.0,0.0,0.0,1500,0.0,1999,0.0,98001,1700,5917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11480,249500.0,2120,8554,1.0,0.0,0.0,1170,950.0,1977,0.0,98002,1790,8554,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11482,257000.0,1540,8223,1.0,0.0,0.0,1070,470.0,1987,0.0,98042,1240,8113,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11485,299000.0,1160,3838,2.0,0.0,0.0,1160,0.0,1983,0.0,98034,1410,3780,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11486,295000.0,1300,39639,1.0,0.0,0.0,1300,0.0,1960,0.0,98070,1880,98881,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11491,218000.0,1020,7874,1.0,0.0,0.0,1020,0.0,1956,0.0,98106,1290,7320,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11500,290000.0,1040,9997,1.0,0.0,0.0,1040,0.0,1955,0.0,98155,1040,8699,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11501,222000.0,1220,7695,1.0,0.0,0.0,1220,0.0,1954,0.0,98106,1210,7412,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11502,315000.0,2240,6097,2.0,0.0,0.0,2240,0.0,2002,0.0,98038,2240,5574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11504,279900.0,1580,6620,1.0,0.0,0.0,1580,0.0,1988,0.0,98003,1580,8137,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11507,267300.0,1890,93218,1.0,0.0,0.0,1890,0.0,1964,0.0,98092,1690,172062,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11517,247000.0,1590,9350,1.0,0.0,0.0,1060,530.0,1962,0.0,98001,1460,8210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11518,299500.0,1380,10875,1.0,0.0,0.0,1380,0.0,1977,0.0,98045,1040,10875,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11519,306888.0,1940,8970,1.5,0.0,0.0,1270,670.0,1980,0.0,98125,1960,8470,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11522,219950.0,1650,9936,1.0,0.0,0.0,1090,560.0,1967,0.0,98003,1560,9890,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11535,299000.0,1940,9389,1.0,0.0,0.0,1290,650.0,1960,0.0,98155,1810,9390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11537,195000.0,1300,9600,1.0,0.0,0.0,1300,0.0,1975,0.0,98092,1150,10222,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11538,305000.0,1660,11500,1.0,0.0,0.0,1130,530.0,1979,0.0,98045,1250,11000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11553,310000.0,2370,6752,2.0,0.0,0.0,2370,0.0,1994,0.0,98003,1870,7455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11554,290000.0,1700,18000,1.0,0.0,0.0,1700,0.0,1972,0.0,98056,1700,8225,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11557,200000.0,860,6600,1.0,0.0,0.0,860,0.0,1949,0.0,98168,1030,6732,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11560,219950.0,1060,10042,1.0,0.0,0.0,1060,0.0,1957,0.0,98188,1130,10925,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11561,300000.0,1590,3381,2.0,0.0,0.0,1590,0.0,2000,0.0,98019,1820,3383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11566,289000.0,2090,4700,2.0,0.0,0.0,2090,0.0,2002,0.0,98042,2740,5040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11570,240000.0,1300,5000,1.0,0.0,0.0,1300,0.0,1983,0.0,98198,1630,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11575,170000.0,1920,7500,1.0,0.0,0.0,1920,0.0,1962,0.0,98198,1490,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11577,225000.0,1040,6535,1.0,0.0,0.0,1040,0.0,1947,0.0,98168,1100,6535,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11580,242000.0,1300,9856,1.0,0.0,0.0,1300,0.0,1962,0.0,98003,1400,9600,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11586,260000.0,1520,6298,2.0,0.0,0.0,1520,0.0,1986,0.0,98030,1670,7207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11596,227000.0,1150,9812,1.0,0.0,0.0,1150,0.0,1962,0.0,98001,1200,9812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11601,269500.0,1480,7276,1.0,0.0,0.0,940,540.0,1978,0.0,98056,1090,6710,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11605,250000.0,2120,8701,1.5,0.0,0.0,2120,0.0,1960,0.0,98198,1720,8527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11609,210000.0,880,1157,2.0,0.0,0.0,880,0.0,2007,0.0,98126,1070,1203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11610,265500.0,1860,9225,1.0,0.0,0.0,1860,0.0,1957,0.0,98198,1740,12204,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11611,310000.0,2192,12128,2.0,0.0,0.0,2192,0.0,2006,0.0,98030,1914,4649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11624,197400.0,1610,7575,1.0,0.0,0.0,1110,500.0,1965,0.0,98003,1920,8400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11625,267000.0,1760,6477,2.0,0.0,0.0,1760,0.0,1986,0.0,98030,1890,6800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11630,225000.0,1410,7700,1.0,0.0,0.0,980,430.0,1962,0.0,98058,1510,7700,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11644,255000.0,1060,9039,1.0,0.0,0.0,1060,0.0,1973,0.0,98058,1410,9515,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11661,312000.0,2440,13250,1.0,0.0,0.0,1440,1000.0,1977,0.0,98030,2400,10650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11670,156601.0,1210,9750,1.0,0.0,0.0,1210,0.0,1984,0.0,98038,1650,9750,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11674,198000.0,1300,6318,1.0,0.0,0.0,1300,0.0,1980,0.0,98001,1150,8002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11683,280000.0,1710,5440,1.0,0.0,0.0,1030,680.0,1976,0.0,98042,1620,6696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11685,196000.0,1510,9600,1.0,0.0,0.0,1090,420.0,1966,0.0,98028,1870,10681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11688,270000.0,2140,10320,1.0,0.0,0.0,1330,810.0,1967,0.0,98031,2050,8964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11692,215000.0,1980,7958,1.5,0.0,0.0,1980,0.0,1962,0.0,98058,1510,8438,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11696,259500.0,1490,7589,2.0,0.0,0.0,1490,0.0,1993,0.0,98038,1510,6603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11698,290000.0,960,9000,1.0,0.0,0.0,960,0.0,1955,0.0,98006,1520,9000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11700,259950.0,770,6542,1.0,0.0,0.0,770,0.0,1948,0.0,98155,1120,8149,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11702,280000.0,980,7480,1.0,0.0,0.0,830,150.0,1948,0.0,98106,1140,7480,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11707,162248.0,800,8960,1.0,0.0,0.0,800,0.0,1944,0.0,98058,850,8082,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11711,260000.0,940,5650,1.0,0.0,0.0,940,0.0,1949,0.0,98118,1180,5276,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11712,295000.0,1810,42981,1.0,0.0,0.0,1810,0.0,1973,0.0,98024,1980,113691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11717,190000.0,1200,8316,1.0,0.0,0.0,1200,0.0,1953,0.0,98002,1250,8316,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11721,160000.0,1140,23030,1.0,0.0,0.0,1140,0.0,1980,0.0,98028,1850,14260,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11728,275000.0,1060,6954,1.0,0.0,0.0,1060,0.0,1983,0.0,98106,1560,6954,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11730,305000.0,2251,12731,1.0,0.0,1.0,1390,861.0,1957,0.0,98003,2520,12539,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11734,290000.0,1260,7346,1.0,0.0,0.0,1260,0.0,1987,0.0,98031,1460,7363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11737,285000.0,790,6555,1.0,0.0,0.0,790,0.0,1956,0.0,98146,1440,7601,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11746,172000.0,1340,10260,1.0,0.0,0.0,1340,0.0,1968,0.0,98003,1250,8775,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11751,232900.0,910,5120,1.0,0.0,0.0,910,0.0,1973,0.0,98106,1410,5132,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11753,248500.0,880,1498,2.0,0.0,0.0,880,0.0,1999,0.0,98133,880,5060,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11755,207000.0,1180,21275,1.0,0.0,0.0,1180,0.0,1958,0.0,98038,1490,35100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11756,164000.0,1070,8250,1.0,0.0,0.0,1070,0.0,1961,0.0,98092,1190,8250,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11766,204000.0,980,8000,1.0,0.0,0.0,980,0.0,1954,0.0,98198,1240,8000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11773,258000.0,1620,7540,1.0,0.0,0.0,1310,310.0,1988,0.0,98038,1580,7540,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11775,253500.0,810,4800,1.0,0.0,0.0,810,0.0,1948,0.0,98126,1240,7740,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11777,239000.0,1470,2052,1.5,0.0,0.0,1470,0.0,1986,0.0,98003,1470,2052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11780,311600.0,1358,1196,3.0,0.0,0.0,1358,0.0,2007,0.0,98133,1358,1196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11781,235000.0,2070,7245,1.0,0.0,0.0,1060,1010.0,1964,0.0,98001,1450,7350,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11783,190848.0,1370,7904,1.0,0.0,0.0,900,470.0,1970,0.0,98001,1370,7900,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11790,214950.0,1400,6600,1.0,0.0,0.0,1280,120.0,1954,0.0,98168,1730,6600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11792,263000.0,1300,7885,1.0,0.0,0.0,1300,0.0,1968,0.0,98055,1840,7600,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11794,302000.0,3320,13500,1.0,0.0,0.0,1750,1570.0,1963,0.0,98059,1830,13800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11797,230000.0,1360,9310,1.0,0.0,0.0,1020,340.0,1980,0.0,98056,1480,8330,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11803,185000.0,1840,8100,1.0,0.0,0.0,920,920.0,1953,0.0,98166,1250,8100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
